link,capacity,internal
TELIA_waw-wa1-pb1-nc5_#1,100,False
TELSTRA_ldn-1-n7_#1,100,False
TELSTRA_ldn-1-n7_#2,100,False
TELSTRA_ldn-1-n7_#3,100,False
TELSTRA_ldn-1-n7_#4,100,False
TELSTRA_lon-thw-pb2-nc5_#1,100,False
TELSTRA_lon-thw-pb3-nc5_#1,100,False
TELSTRA_lon-thw-pb3-nc5_#2,100,False
TELSTRA_lon-thw-pb3-nc5_#3,100,False
TELSTRA_lon-thw-pb3-nc5_#4,100,False
TELXIUS_mad-mad2-pb1-ptx_#1,100,False
TELXIUS_mad-mad2-pb1-ptx_#2,100,False
TELXIUS_par-pa3-pb1-nc5_#1,100,False
THINX_waw-atm-pb1-nc5_#1,100,False
TI SPARKLE_fra-fr5-pb2-nc5_#1,100,False
TI SPARKLE_fra-fr5-pb3-nc5_#1,100,False
TI SPARKLE_mil-kpn-pb1-nc5_#1,100,False
TI SPARKLE_mil-kpn-pb1-nc5_#2,100,False
TI SPARKLE_par-pa3-pb1-nc5_#1,100,False
TI SPARKLE_par-th2-pb1-nc5_#1,100,False
TI SPARKLE_par-th2-pb1-nc5_#2,100,False
TIX_zrh-zh2-bb1-a72_#1,100,False
TIX_zrh-zh2-bb1-a72_#2,100,False
TIX_zrh-zh2-bb1-a72_#3,100,False
TIX_zrh-zh2-bb1-a72_#4,100,False
TPIX_var-1-n7_#1,100,False
TPIX_var-5-n93_#1,100,False
TPIX_waw-wa1-pb1-nc5_#1,100,False
TPIX_waw-wa2-pb1-nc5_#1,100,False
TPSA_var-1-n7_#1,100,False
TPSA_var-5-n93_#1,100,False
TPSA_waw-wa1-pb1-nc5_#1,100,False
TPSA_waw-wa2-pb1-nc5_#1,100,False
UKSERVERS_ldn-1-n7_#1,100,False
UKSERVERS_ldn-1-n7_#2,100,False
UKSERVERS_ldn-1-n7_#3,100,False
UKSERVERS_ldn-1-n7_#4,100,False
UKSERVERS_lon-thw-pb1-nc5_#1,100,False
UPC_ams-5-n7_#1,100,False
UPC_fra-5-n7_#1,100,False
UPC_fra-5-n7_#2,100,False
UPC_fra-fr5-pb4-nc5_#1,100,False
UPC_fra-fr5-pb4-nc5_#2,100,False
UPC_ldn-1-n7_#1,100,False
UPC_ldn-5-n7_#1,100,False
UPC_lon-thw-pb1-nc5_#1,100,False
UPC_lon-thw-pb2-nc5_#1,100,False
UPC_var-5-n93_#1,100,False
UPC_vie-vie1-bb1-a72_#4,100,False
UPC_vie-vie2-pb1-nc5_#4,100,False
UPC_waw-wa1-pb1-nc5_#1,100,False
UPC_zrh-zh2-bb1-a72_#1,100,False
VERIZON_CDN77_#1,100,False
VERIZON_JASTEL_#1,100,False
VERIZON_JASTEL_#2,100,False
VERIZON_JASTEL_#3,100,False
VERIZON_JASTEL_#4,100,False
VERIZON_ONLINE_#1,100,False
VERIZON_par-th2-pb1-nc5_#1,100,False
VERIZON_th2-1-n7_#1,100,False
VIMPELCOM_fra-1-n7_#1,100,False
VIMPELCOM_fra-1-n7_#2,100,False
VIMPELCOM_fra-1-n7_#3,100,False
VIMPELCOM_fra-1-n7_#4,100,False
VIMPELCOM_fra-fr5-pb5-nc5_#1,100,False
VIMPELCOM_fra-fr5-pb5-nc5_#2,100,False
VIMPELCOM_fra-fr5-pb5-nc5_#3,100,False
VIMPELCOM_fra-fr5-pb5-nc5_#4,100,False
VIX_vie-vie1-bb1-a72_#4,100,False
VIX_vie-vie2-pb1-nc5_#4,100,False
VODAFONE_COGENT_#1,100,False
VODAFONE_LEVEL3_#1,100,False
VODAFONE_fra-1-n7_#1,100,False
VODAFONE_fra-5-n7_#1,100,False
VODAFONE_fra-fr5-pb1-ptx_#1,100,False
VODAFONE_fra-fr5-pb6-nc5_#1,100,False
VODAFONE_gsw-1-n7_#1,100,False
VODAFONE_mad-mad2-pb1-ptx_#1,100,False
VODAFONE_par-gsw-pb1-nc5_#1,100,False
VODAFONE_par-gsw-pb3-nc5_#1,100,False
WORLDSTREAM_ams-1-n7_#1,100,False
WORLDSTREAM_ams-5-n7_#1,100,False
WORLDSTREAM_ams-gsa1-pb2-ptx_#1,100,False
WORLDSTREAM_ams-gsa1-pb3-8k_#1,100,False
ZAIN_fra-1-n7_#1,100,False
ZAIN_fra-fr5-pb2-nc5_#1,100,False
ZAYO_gsw-1-n7_#1,100,False
ZAYO_gsw-1-n7_#2,100,False
ZAYO_gsw-1-n7_#3,100,False
ZAYO_gsw-1-n7_#4,100,False
ZENEX5IVE_ams-1-n7_#1,100,False
ZENEX5IVE_ams-gsa1-pb1-8k_#1,100,False
ZETSERVERS_fra-fr5-pb6-nc5_#1,100,False
ams-1-a9_ams-1-n7_#1,100,True
ams-1-a9_ams-1-n7_#10,100,True
ams-1-a9_ams-1-n7_#11,100,True
ams-1-a9_ams-1-n7_#12,100,True
ams-1-a9_ams-1-n7_#13,100,True
ams-1-a9_ams-1-n7_#14,100,True
ams-1-a9_ams-1-n7_#15,100,True
ams-1-a9_ams-1-n7_#16,100,True
ams-1-a9_ams-1-n7_#2,100,True
ams-1-a9_ams-1-n7_#3,100,True
ams-1-a9_ams-1-n7_#4,100,True
ams-1-a9_ams-1-n7_#5,100,True
ams-1-a9_ams-1-n7_#6,100,True
ams-1-a9_ams-1-n7_#7,100,True
ams-1-a9_ams-1-n7_#8,100,True
ams-1-a9_ams-1-n7_#9,100,True
ams-1-n7_AMS-IX_#1,100,False
ams-1-n7_AMS-IX_#2,100,False
ams-1-n7_AMS-IX_#3,100,False
ams-1-n7_AMS-IX_#4,100,False
ams-1-n7_ARELION_#1,100,False
ams-1-n7_COGENT_#1,100,False
ams-1-n7_NOVOSERVE_#1,100,False
ams-1-n7_RETN_#1,100,False
ams-1-n7_SERVERIUS_#1,100,False
ams-1-n7_SERVERIUS_#2,100,False
ams-1-n7_SHADOW_#1,100,False
ams-1-n7_TELIA_#1,100,False
ams-1-n7_WORLDSTREAM_#1,100,False
ams-1-n7_ZENEX5IVE_#1,100,False
ams-1-n7_ams-1-a9_#1,100,True
ams-1-n7_ams-1-a9_#10,100,True
ams-1-n7_ams-1-a9_#11,100,True
ams-1-n7_ams-1-a9_#12,100,True
ams-1-n7_ams-1-a9_#13,100,True
ams-1-n7_ams-1-a9_#14,100,True
ams-1-n7_ams-1-a9_#15,100,True
ams-1-n7_ams-1-a9_#16,100,True
ams-1-n7_ams-1-a9_#2,100,True
ams-1-n7_ams-1-a9_#3,100,True
ams-1-n7_ams-1-a9_#4,100,True
ams-1-n7_ams-1-a9_#5,100,True
ams-1-n7_ams-1-a9_#6,100,True
ams-1-n7_ams-1-a9_#7,100,True
ams-1-n7_ams-1-a9_#8,100,True
ams-1-n7_ams-1-a9_#9,100,True
ams-1-n7_ams-25a-ast_#2,100,True
ams-1-n7_ams-5-n7_#1,100,True
ams-1-n7_fra1-lim1-g1-8k_#1,100,True
ams-1-n7_fra1-lim1-g1-nc5_#1,100,True
ams-1-n7_gra-g1-nc5_#1,100,True
ams-1-n7_gra-g1-nc5_#2,100,True
ams-1-n7_gra-g1-nc5_#3,100,True
ams-1-n7_rbx-g1-nc5_#1,100,True
ams-1-n7_rbx-g1-nc5_#2,100,True
ams-1-n7_rbx-g1-nc5_#3,100,True
ams-1-n7_rbx-g1-nc5_#4,100,True
ams-1-n7_rbx-g1-nc5_#5,100,True
ams-1-n7_rbx-g3-nc5_#2,100,True
ams-1-n7_rbx-g3-nc5_#3,100,True
ams-1-n7_rbx-g3-nc5_#4,100,True
ams-1-n7_waw-atm-sbb1-nc5_#1,100,True
ams-1-n7_waw-atm-sbb1-nc5_#2,100,True
ams-1-n7_waw-wa1-sbb1-nc5_#1,100,True
ams-1-n7_waw-wa1-sbb1-nc5_#2,100,True
ams-25a-ast_ams-1-n7_#2,100,True
ams-25b-ast_ams-5-n7_#1,100,True
ams-25b-ast_ams-5-n7_#2,100,True
ams-5-a9_ams-5-n7_#1,100,True
ams-5-a9_ams-5-n7_#10,100,True
ams-5-a9_ams-5-n7_#11,100,True
ams-5-a9_ams-5-n7_#12,100,True
ams-5-a9_ams-5-n7_#13,100,True
ams-5-a9_ams-5-n7_#14,100,True
ams-5-a9_ams-5-n7_#15,100,True
ams-5-a9_ams-5-n7_#16,100,True
ams-5-a9_ams-5-n7_#2,100,True
ams-5-a9_ams-5-n7_#3,100,True
ams-5-a9_ams-5-n7_#4,100,True
ams-5-a9_ams-5-n7_#5,100,True
ams-5-a9_ams-5-n7_#6,100,True
ams-5-a9_ams-5-n7_#7,100,True
ams-5-a9_ams-5-n7_#8,100,True
ams-5-a9_ams-5-n7_#9,100,True
ams-5-n7_AMS-IX_#1,100,False
ams-5-n7_AMS-IX_#2,100,False
ams-5-n7_AMS-IX_#3,100,False
ams-5-n7_AMS-IX_#4,100,False
ams-5-n7_COGENT_#1,100,False
ams-5-n7_KPN_#1,100,False
ams-5-n7_KPN_#2,100,False
ams-5-n7_KPN_#3,100,False
ams-5-n7_LBERTYGLBL_#1,100,False
ams-5-n7_LEASEWEB_#1,100,False
ams-5-n7_LEASEWEB_#2,100,False
ams-5-n7_LEASEWEB_#3,100,False
ams-5-n7_LEASEWEB_#4,100,False
ams-5-n7_NOVOSERVE_#1,100,False
ams-5-n7_SHADOW_#1,100,False
ams-5-n7_SPEED-IX_#1,100,False
ams-5-n7_UPC_#1,100,False
ams-5-n7_WORLDSTREAM_#1,100,False
ams-5-n7_ams-1-n7_#1,100,True
ams-5-n7_ams-25b-ast_#1,100,True
ams-5-n7_ams-25b-ast_#2,100,True
ams-5-n7_ams-5-a9_#1,100,True
ams-5-n7_ams-5-a9_#10,100,True
ams-5-n7_ams-5-a9_#11,100,True
ams-5-n7_ams-5-a9_#12,100,True
ams-5-n7_ams-5-a9_#13,100,True
ams-5-n7_ams-5-a9_#14,100,True
ams-5-n7_ams-5-a9_#15,100,True
ams-5-n7_ams-5-a9_#16,100,True
ams-5-n7_ams-5-a9_#2,100,True
ams-5-n7_ams-5-a9_#3,100,True
ams-5-n7_ams-5-a9_#4,100,True
ams-5-n7_ams-5-a9_#5,100,True
ams-5-n7_ams-5-a9_#6,100,True
ams-5-n7_ams-5-a9_#7,100,True
ams-5-n7_ams-5-a9_#8,100,True
ams-5-n7_ams-5-a9_#9,100,True
ams-5-n7_fra1-lim1-g2-8k_#1,100,True
ams-5-n7_fra1-lim1-g2-nc5_#1,100,True
ams-5-n7_gra-g2-nc5_#1,100,True
ams-5-n7_gra-g2-nc5_#2,100,True
ams-5-n7_gra-g2-nc5_#3,100,True
ams-5-n7_rbx-g2-nc5_#1,100,True
ams-5-n7_rbx-g2-nc5_#2,100,True
ams-5-n7_rbx-g2-nc5_#3,100,True
ams-5-n7_rbx-g2-nc5_#4,100,True
ams-5-n7_rbx-g2-nc5_#5,100,True
ams-5-n7_rbx-g4-nc5_#2,100,True
ams-5-n7_rbx-g4-nc5_#4,100,True
ams-5-n7_waw-atm-sbb1-nc5_#1,100,True
ams-5-n7_waw-atm-sbb1-nc5_#2,100,True
ams-5-n7_waw-wa1-sbb1-nc5_#1,100,True
ams-5-n7_waw-wa1-sbb1-nc5_#2,100,True
ams-5-n7_waw-wa2-sbb1-nc5_#1,100,True
ams-5-n7_waw-wa2-sbb1-nc5_#2,100,True
ams-ams9-pb1-ptx_ARELION_#1,100,False
ams-ams9-pb1-ptx_BLAZINGFAST_#1,100,False
ams-ams9-pb1-ptx_CDN77_#1,100,False
ams-ams9-pb1-ptx_LEASEWEB_#1,100,False
ams-ams9-pb1-ptx_NOVOSERVE_#1,100,False
ams-ams9-pb1-ptx_SCALEWAY_#1,100,False
ams-ams9-pb1-ptx_ams-gsa1-sbb1-8k_#1,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb1-8k_#2,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb1-8k_#3,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb1-8k_#4,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb2-8k_#1,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb2-8k_#2,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb2-8k_#3,100,True
ams-ams9-pb1-ptx_ams-gsa1-sbb2-8k_#4,100,True
ams-gsa1-pb1-8k_COGENT_#1,100,False
ams-gsa1-pb1-8k_LBERTYGLBL_#1,100,False
ams-gsa1-pb1-8k_RETN_#1,100,False
ams-gsa1-pb1-8k_SERVERIUS_#1,100,False
ams-gsa1-pb1-8k_SPEED-IX_#1,100,False
ams-gsa1-pb1-8k_ZENEX5IVE_#1,100,False
ams-gsa1-pb1-8k_ams-gsa1-sbb1-8k_#4,100,True
ams-gsa1-pb1-8k_ams-gsa1-sbb2-8k_#4,100,True
ams-gsa1-pb2-ptx_AMS-IX_#1,100,False
ams-gsa1-pb2-ptx_AMS-IX_#2,100,False
ams-gsa1-pb2-ptx_AMS-IX_#3,100,False
ams-gsa1-pb2-ptx_AMS-IX_#4,100,False
ams-gsa1-pb2-ptx_ARELION_#1,100,False
ams-gsa1-pb2-ptx_WORLDSTREAM_#1,100,False
ams-gsa1-pb2-ptx_ams-gsa1-sbb1-8k_#4,100,True
ams-gsa1-pb2-ptx_ams-gsa1-sbb2-8k_#4,100,True
ams-gsa1-pb3-8k_AMS-IX_#1,100,False
ams-gsa1-pb3-8k_AMS-IX_#2,100,False
ams-gsa1-pb3-8k_AMS-IX_#3,100,False
ams-gsa1-pb3-8k_AMS-IX_#4,100,False
ams-gsa1-pb3-8k_COGENT_#1,100,False
ams-gsa1-pb3-8k_NOVOSERVE_#1,100,False
ams-gsa1-pb3-8k_WORLDSTREAM_#1,100,False
ams-gsa1-pb3-8k_ams-gsa1-sbb1-8k_#4,100,True
ams-gsa1-pb3-8k_ams-gsa1-sbb2-8k_#4,100,True
ams-gsa1-sbb1-8k_ams-ams9-pb1-ptx_#1,100,True
ams-gsa1-sbb1-8k_ams-ams9-pb1-ptx_#2,100,True
ams-gsa1-sbb1-8k_ams-ams9-pb1-ptx_#3,100,True
ams-gsa1-sbb1-8k_ams-ams9-pb1-ptx_#4,100,True
ams-gsa1-sbb1-8k_ams-gsa1-pb1-8k_#4,100,True
ams-gsa1-sbb1-8k_ams-gsa1-pb2-ptx_#4,100,True
ams-gsa1-sbb1-8k_ams-gsa1-pb3-8k_#4,100,True
ams-gsa1-sbb1-8k_ams-gsa1-sbb2-8k_#1,100,True
ams-gsa1-sbb1-8k_ams-gsa1-sbb2-8k_#2,100,True
ams-gsa1-sbb1-8k_ams-gsa1-sbb2-8k_#3,100,True
ams-gsa1-sbb1-8k_ams-gsa1-sbb2-8k_#4,100,True
ams-gsa1-sbb1-8k_fra1-lim1-g1-8k_#1,100,True
ams-gsa1-sbb1-8k_gra-g1-nc5_#1,100,True
ams-gsa1-sbb1-8k_gra-g1-nc5_#2,100,True
ams-gsa1-sbb1-8k_gra-g1-nc5_#3,100,True
ams-gsa1-sbb1-8k_rbx-g1-nc5_#1,100,True
ams-gsa1-sbb1-8k_rbx-g1-nc5_#5,100,True
ams-gsa1-sbb1-8k_rbx-g3-nc5_#2,100,True
ams-gsa1-sbb1-8k_rbx-g3-nc5_#3,100,True
ams-gsa1-sbb1-8k_rbx-g3-nc5_#4,100,True
ams-gsa1-sbb1-8k_waw-atm-sbb1-nc5_#1,100,True
ams-gsa1-sbb1-8k_waw-atm-sbb1-nc5_#2,100,True
ams-gsa1-sbb2-8k_ams-ams9-pb1-ptx_#1,100,True
ams-gsa1-sbb2-8k_ams-ams9-pb1-ptx_#2,100,True
ams-gsa1-sbb2-8k_ams-ams9-pb1-ptx_#3,100,True
ams-gsa1-sbb2-8k_ams-ams9-pb1-ptx_#4,100,True
ams-gsa1-sbb2-8k_ams-gsa1-pb1-8k_#4,100,True
ams-gsa1-sbb2-8k_ams-gsa1-pb2-ptx_#4,100,True
ams-gsa1-sbb2-8k_ams-gsa1-pb3-8k_#4,100,True
ams-gsa1-sbb2-8k_ams-gsa1-sbb1-8k_#1,100,True
ams-gsa1-sbb2-8k_ams-gsa1-sbb1-8k_#2,100,True
ams-gsa1-sbb2-8k_ams-gsa1-sbb1-8k_#3,100,True
ams-gsa1-sbb2-8k_ams-gsa1-sbb1-8k_#4,100,True
ams-gsa1-sbb2-8k_fra1-lim1-g2-8k_#1,100,True
ams-gsa1-sbb2-8k_gra-g2-nc5_#1,100,True
ams-gsa1-sbb2-8k_gra-g2-nc5_#2,100,True
ams-gsa1-sbb2-8k_gra-g2-nc5_#3,100,True
ams-gsa1-sbb2-8k_rbx-g2-nc5_#1,100,True
ams-gsa1-sbb2-8k_rbx-g2-nc5_#3,100,True
ams-gsa1-sbb2-8k_rbx-g2-nc5_#5,100,True
ams-gsa1-sbb2-8k_rbx-g4-nc5_#2,100,True
ams-gsa1-sbb2-8k_rbx-g4-nc5_#4,100,True
ams-gsa1-sbb2-8k_waw-wa2-sbb1-nc5_#1,100,True
ams-gsa1-sbb2-8k_waw-wa2-sbb1-nc5_#2,100,True
ash-1-n7_ash-5-n7_#1,100,True
ash-1-n7_ash-5-n7_#2,100,True
ash-1-n7_ash-5-n7_#3,100,True
ash-1-n7_ash-5-n7_#4,100,True
ash-1-n7_gsw-1-n7_#1,100,True
ash-1-n7_par-gsw-sbb1-nc5_#1,100,True
ash-5-n7_ash-1-n7_#1,100,True
ash-5-n7_ash-1-n7_#2,100,True
ash-5-n7_ash-1-n7_#3,100,True
ash-5-n7_ash-1-n7_#4,100,True
ash-5-n7_par-th2-sbb1-nc5_#1,100,True
ash-5-n7_par-th2-sbb1-nc5_#2,100,True
ash-5-n7_par-th2-sbb1-nc5_#3,100,True
ash-5-n7_th2-1-n7_#1,100,True
ash-5-n7_th2-1-n7_#2,100,True
ash-5-n7_was-cva1-sbb1-8k_#1,100,True
ash-5-n7_was-cva1-sbb1-8k_#2,100,True
ash-5-n7_was-cva1-sbb1-8k_#3,100,True
ash-5-n7_was-cva1-sbb1-8k_#4,100,True
bru-1-a72_BICS-TANGO_#1,100,False
bru-1-a72_BICS-TANGO_#2,100,False
bru-1-a72_BICS-TANGO_#3,100,False
bru-1-a72_BICS-TANGO_#4,100,False
bru-1-a72_BNIX_#1,100,False
bru-1-a72_ORANGE.BE_#1,100,False
bru-1-a72_ORANGE.BE_#2,100,False
bru-1-a72_TELENET-UPC_#1,100,False
bru-1-a72_TELENET-UPC_#2,100,False
bru-1-a72_bru-1-a9_#1,100,True
bru-1-a72_bru-1-a9_#10,100,True
bru-1-a72_bru-1-a9_#11,100,True
bru-1-a72_bru-1-a9_#12,100,True
bru-1-a72_bru-1-a9_#2,100,True
bru-1-a72_bru-1-a9_#3,100,True
bru-1-a72_bru-1-a9_#4,100,True
bru-1-a72_bru-1-a9_#5,100,True
bru-1-a72_bru-1-a9_#6,100,True
bru-1-a72_bru-1-a9_#7,100,True
bru-1-a72_bru-1-a9_#8,100,True
bru-1-a72_bru-1-a9_#9,100,True
bru-1-a72_bru-bru1-bb2-a72_#1,100,True
bru-1-a72_gra-g2-nc5_#1,100,True
bru-1-a72_rbx-g2-nc5_#1,100,True
bru-1-a9_bru-1-a72_#1,100,True
bru-1-a9_bru-1-a72_#10,100,True
bru-1-a9_bru-1-a72_#11,100,True
bru-1-a9_bru-1-a72_#12,100,True
bru-1-a9_bru-1-a72_#2,100,True
bru-1-a9_bru-1-a72_#3,100,True
bru-1-a9_bru-1-a72_#4,100,True
bru-1-a9_bru-1-a72_#5,100,True
bru-1-a9_bru-1-a72_#6,100,True
bru-1-a9_bru-1-a72_#7,100,True
bru-1-a9_bru-1-a72_#8,100,True
bru-1-a9_bru-1-a72_#9,100,True
bru-1-a9_bru-bru1-pb1-ptx_#1,100,True
bru-1-a9_bru-bru1-pb1-ptx_#10,100,True
bru-1-a9_bru-bru1-pb1-ptx_#11,100,True
bru-1-a9_bru-bru1-pb1-ptx_#12,100,True
bru-1-a9_bru-bru1-pb1-ptx_#2,100,True
bru-1-a9_bru-bru1-pb1-ptx_#3,100,True
bru-1-a9_bru-bru1-pb1-ptx_#4,100,True
bru-1-a9_bru-bru1-pb1-ptx_#5,100,True
bru-1-a9_bru-bru1-pb1-ptx_#6,100,True
bru-1-a9_bru-bru1-pb1-ptx_#7,100,True
bru-1-a9_bru-bru1-pb1-ptx_#8,100,True
bru-1-a9_bru-bru1-pb1-ptx_#9,100,True
bru-bru1-bb2-a72_BELGIUM-IX_#1,100,False
bru-bru1-bb2-a72_BNIX_#1,100,False
bru-bru1-bb2-a72_ORANGE.BE_#1,100,False
bru-bru1-bb2-a72_ORANGE.BE_#2,100,False
bru-bru1-bb2-a72_TELENET-UPC_#1,100,False
bru-bru1-bb2-a72_TELENET-UPC_#2,100,False
bru-bru1-bb2-a72_bru-1-a72_#1,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#1,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#10,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#11,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#12,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#2,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#3,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#4,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#5,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#6,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#7,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#8,100,True
bru-bru1-bb2-a72_bru-bru1-bb2-a9_#9,100,True
bru-bru1-bb2-a72_gra-g1-nc5_#1,100,True
bru-bru1-bb2-a72_par-th2-sbb1-nc5_#1,100,True
bru-bru1-bb2-a72_rbx-g1-nc5_#1,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#1,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#10,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#11,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#12,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#2,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#3,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#4,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#5,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#6,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#7,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#8,100,True
bru-bru1-bb2-a9_bru-bru1-bb2-a72_#9,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#1,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#10,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#11,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#12,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#2,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#3,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#4,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#5,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#6,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#7,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#8,100,True
bru-bru1-bb2-a9_bru-bru1-pb2-8k_#9,100,True
bru-bru1-pb1-ptx_BICS-TANGO_#1,100,False
bru-bru1-pb1-ptx_BICS-TANGO_#2,100,False
bru-bru1-pb1-ptx_BICS-TANGO_#3,100,False
bru-bru1-pb1-ptx_BNIX_#1,100,False
bru-bru1-pb1-ptx_ORANGE.BE_#1,100,False
bru-bru1-pb1-ptx_TELENET-UPC_#1,100,False
bru-bru1-pb1-ptx_TELENET-UPC_#2,100,False
bru-bru1-pb1-ptx_bru-1-a9_#1,100,True
bru-bru1-pb1-ptx_bru-1-a9_#10,100,True
bru-bru1-pb1-ptx_bru-1-a9_#11,100,True
bru-bru1-pb1-ptx_bru-1-a9_#12,100,True
bru-bru1-pb1-ptx_bru-1-a9_#2,100,True
bru-bru1-pb1-ptx_bru-1-a9_#3,100,True
bru-bru1-pb1-ptx_bru-1-a9_#4,100,True
bru-bru1-pb1-ptx_bru-1-a9_#5,100,True
bru-bru1-pb1-ptx_bru-1-a9_#6,100,True
bru-bru1-pb1-ptx_bru-1-a9_#7,100,True
bru-bru1-pb1-ptx_bru-1-a9_#8,100,True
bru-bru1-pb1-ptx_bru-1-a9_#9,100,True
bru-bru1-pb1-ptx_bru-bru1-pb2-8k_#1,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb1-8k_#1,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb1-8k_#2,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb1-8k_#3,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb1-8k_#4,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb2-8k_#1,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb2-8k_#2,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb2-8k_#3,100,True
bru-bru1-pb1-ptx_bru-lcl1-sbb2-8k_#4,100,True
bru-bru1-pb1-ptx_gra-g2-nc5_#1,100,True
bru-bru1-pb1-ptx_rbx-g2-nc5_#1,100,True
bru-bru1-pb2-8k_ARELION_#1,100,False
bru-bru1-pb2-8k_BELGIUM-IX_#1,100,False
bru-bru1-pb2-8k_ORANGE.BE_#1,100,False
bru-bru1-pb2-8k_ORANGE.BE_#2,100,False
bru-bru1-pb2-8k_TELENET-UPC_#1,100,False
bru-bru1-pb2-8k_TELENET-UPC_#2,100,False
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#1,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#10,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#11,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#12,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#2,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#3,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#4,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#5,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#6,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#7,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#8,100,True
bru-bru1-pb2-8k_bru-bru1-bb2-a9_#9,100,True
bru-bru1-pb2-8k_bru-bru1-pb1-ptx_#1,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb1-8k_#1,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb1-8k_#2,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb1-8k_#3,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb1-8k_#4,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb2-8k_#1,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb2-8k_#2,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb2-8k_#3,100,True
bru-bru1-pb2-8k_bru-lcl1-sbb2-8k_#4,100,True
bru-bru1-pb2-8k_gra-g1-nc5_#1,100,True
bru-bru1-pb2-8k_par-th2-sbb1-nc5_#1,100,True
bru-bru1-pb2-8k_rbx-g1-nc5_#1,100,True
bru-lcl1-pb1-8k_bru-lcl1-sbb1-8k_#1,100,True
bru-lcl1-pb1-8k_bru-lcl1-sbb1-8k_#2,100,True
bru-lcl1-pb1-8k_bru-lcl1-sbb1-8k_#3,100,True
bru-lcl1-pb1-8k_bru-lcl1-sbb1-8k_#4,100,True
